cache,num_banks,target_banks,bank,occupancy_pct,bit0_mean_misses,bit0_ci95,bit1_mean_misses,bit1_ci95,raw_delta_of_means
ceaser_s,4,"0,1,2,3",1,2,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",1,5,0.07,0.05026075039534359,0.07,0.06386160541721955,0.0
ceaser_s,4,"0,1,2,3",1,10,1.02,0.2491404082647033,1.69,0.31356906413069185,0.6699999999999999
ceaser_s,4,"0,1,2,3",1,15,6.29,0.6836882259502721,8.17,0.670368161776223,1.88
ceaser_s,4,"0,1,2,3",1,20,20.68,1.0974444334199542,23.99,1.214470129461213,3.3099999999999987
ceaser_s,4,"0,1,2,3",1,25,56.66,2.3013357365063474,65.51,2.412994484498923,8.850000000000009
ceaser_s,4,"0,1,2,3",1,30,121.62,3.2381255473193162,138.78,3.5335588529516144,17.159999999999997
ceaser_s,4,"0,1,2,3",1,35,227.92,4.3048560104030225,252.46,4.535882293023224,24.54000000000002
ceaser_s,4,"0,1,2,3",1,40,392.12,6.323834695991208,421.83,5.80354836926026,29.70999999999998
ceaser_s,4,"0,1,2,3",2,1,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",2,2,0.01,0.0196,0.0,0.0,-0.01
ceaser_s,4,"0,1,2,3",2,5,0.03,0.033603535167561996,0.09,0.08851291294255184,0.06
ceaser_s,4,"0,1,2,3",2,10,0.89,0.2244187247989883,1.23,0.2839011664703622,0.33999999999999997
ceaser_s,4,"0,1,2,3",2,15,7.02,0.64254141367139,8.33,0.8618306201207856,1.3100000000000005
ceaser_s,4,"0,1,2,3",2,20,22.2,1.3019064808381917,25.44,1.4290265749520514,3.240000000000002
ceaser_s,4,"0,1,2,3",2,25,57.23,2.3562617786003592,66.12,2.5421727304640713,8.890000000000008
ceaser_s,4,"0,1,2,3",2,30,120.48,3.2939311188544265,135.95,3.397604592900264,15.469999999999985
ceaser_s,4,"0,1,2,3",2,35,230.77,4.653395983080908,251.63,5.141534091861862,20.859999999999985
ceaser_s,4,"0,1,2,3",2,40,388.54,6.101741600559631,422.37,6.588612316119475,33.829999999999984
ceaser_s,4,"0,1,2,3",3,1,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",3,2,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",3,5,0.0,0.0,0.1,0.08121999057305332,0.1
ceaser_s,4,"0,1,2,3",3,10,1.12,0.24960722600262847,1.52,0.3242582734160963,0.3999999999999999
ceaser_s,4,"0,1,2,3",3,15,6.31,0.6513674058269553,7.87,0.7483732996009115,1.5600000000000005
ceaser_s,4,"0,1,2,3",3,20,21.31,1.3521130423126313,25.89,1.3507347968099184,4.580000000000002
ceaser_s,4,"0,1,2,3",3,25,57.14,1.9460960575085973,65.6,2.4330935871931443,8.459999999999994
ceaser_s,4,"0,1,2,3",3,30,118.59,2.9361163709632465,133.95,3.0141487968739984,15.359999999999985
ceaser_s,4,"0,1,2,3",3,35,224.29,4.669083297910659,249.1,4.721250356557353,24.810000000000002
ceaser_s,4,"0,1,2,3",3,40,383.84,5.9086846192445375,415.64,5.8492007920274505,31.80000000000001
