cache,num_banks,target_banks,bank,occupancy_pct,capacity_per_bank_lines,mean_capacity_normalized_delta_pct,ci95_capacity_normalized_delta_pct,mean_aggregate_raw_delta_misses,ci95_aggregate_raw_delta_misses,mean_aggregate_excess_miss_rate_pct,ci95_aggregate_excess_miss_rate_pct
ceaser,1,0,0,1,131072,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,1,0,0,2,131072,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,1,0,0,5,131072,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,1,0,0,10,131072,7.62939453125e-06,1.4953613281250001e-05,0.01,0.0196,7.629510948348211e-05,0.00014953841458762492
ceaser,1,0,0,15,131072,0.00011444091796875,8.333954169345985e-05,0.15,0.10923480408845172,0.000762970498474059,0.0005556195528405479
ceaser,1,0,0,20,131072,0.0005340576171875,0.00023524022707610272,0.7,0.3083340704331894,0.002670328831921873,0.0011762190830593932
ceaser,1,0,0,25,131072,0.00213623046875,0.0005279418958156302,2.8,0.6919840016834627,0.008544921875,0.002111767583262521
ceaser,1,0,0,30,131072,0.00647735595703125,0.0009589115850253819,8.49,1.2568645927244686,0.02159151598382543,0.003196420723594183
ceaser,1,0,0,35,131072,0.01442718505859375,0.001657154539135844,18.91,2.1720655975361334,0.04122070844686648,0.00473474789653653
ceaser,1,0,0,40,131072,0.0277557373046875,0.002476976528608528,36.38,3.2466226755777696,0.06939040207522697,0.006192535812119039
ceaser,2,0,0,1,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,0,0,2,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,0,0,5,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,0,0,10,65536,3.0517578125e-05,4.2081051102772187e-05,0.02,0.027578237650712777,0.00030520372348542655,0.0004208490409081761
ceaser,2,0,0,15,65536,0.000244140625,0.00021558027589634008,0.16,0.14128268961142545,0.0016276703967446594,0.0014372603215811338
ceaser,2,0,0,20,65536,0.0013885498046875,0.0005344814152610954,0.91,0.35027774030551156,0.0069428549629968715,0.0026724478546235712
ceaser,2,0,0,25,65536,0.005859375,0.0009549899439075726,3.84,0.6258622096392668,0.0234375,0.0038199597756302904
ceaser,2,0,0,30,65536,0.015380859375,0.0017867034975077919,10.08,1.1709340041267065,0.05127161749745676,0.005955920672058528
ceaser,2,0,0,35,65536,0.031402587890625,0.0027660383650185763,20.58,1.8127509028985742,0.08972402668178052,0.007903173487808232
ceaser,2,0,0,40,65536,0.0630950927734375,0.0038540678510526603,41.35,2.5258019068658717,0.15774013885709923,0.009635316650895976
ceaser,2,"0,1",0,1,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,"0,1",1,1,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,"0,1",0,2,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,"0,1",1,2,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,"0,1",0,5,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,"0,1",1,5,65536,0.0,0.0,0.0,0.0,0.0,0.0
ceaser,2,"0,1",0,10,65536,0.0,0.0,-0.01,0.0196,-7.629510948348211e-05,0.00014953841458762492
ceaser,2,"0,1",1,10,65536,-1.52587890625e-05,2.9907226562500003e-05,-0.01,0.0196,-7.629510948348211e-05,0.00014953841458762492
ceaser,2,"0,1",0,15,65536,0.0001068115234375,0.00014880934293124944,0.08,0.11377621842365775,0.00040691759918616484,0.0005787193205679438
