cache,num_banks,target_banks,bank,occupancy_pct,bit0_mean_misses,bit0_ci95,bit1_mean_misses,bit1_ci95,raw_delta_of_means
scatter,4,"0,1,2,3",1,35,223.07,3.842946733637582,247.97,4.589633799084298,24.900000000000006
scatter,4,"0,1,2,3",1,40,387.41,6.0456906524441445,418.07,5.63447739517763,30.659999999999968
scatter,4,"0,1,2,3",2,1,0.0,0.0,0.0,0.0,0.0
scatter,4,"0,1,2,3",2,2,0.0,0.0,0.01,0.0196,0.01
scatter,4,"0,1,2,3",2,5,0.02,0.027578237650712774,0.09,0.07420440238512359,0.06999999999999999
scatter,4,"0,1,2,3",2,10,1.28,0.25239000124266553,1.61,0.3162798377348385,0.33000000000000007
scatter,4,"0,1,2,3",2,15,5.93,0.645719207198806,7.53,0.6612765017125376,1.6000000000000005
scatter,4,"0,1,2,3",2,20,22.53,1.305613484655061,26.45,1.5165152371956123,3.919999999999998
scatter,4,"0,1,2,3",2,25,56.51,2.1384696119449815,64.58,2.617366040024732,8.07
scatter,4,"0,1,2,3",2,30,120.77,3.1032683119185127,136.09,3.2784168189520804,15.320000000000007
scatter,4,"0,1,2,3",2,35,224.51,4.575496034090707,250.87,4.47301593617243,26.360000000000014
scatter,4,"0,1,2,3",2,40,391.55,5.354317517742862,420.74,5.977366755664,29.189999999999998
scatter,4,"0,1,2,3",3,1,0.0,0.0,0.0,0.0,0.0
scatter,4,"0,1,2,3",3,2,0.0,0.0,0.0,0.0,0.0
scatter,4,"0,1,2,3",3,5,0.04,0.06179253657002255,0.12,0.08486477419394867,0.07999999999999999
scatter,4,"0,1,2,3",3,10,1.13,0.2623041060303937,1.49,0.2545562159341372,0.3600000000000001
scatter,4,"0,1,2,3",3,15,6.41,0.6078554041243955,7.57,0.7196136460601339,1.1600000000000001
scatter,4,"0,1,2,3",3,20,22.84,1.2789687411379844,24.47,1.2602438058173546,1.629999999999999
scatter,4,"0,1,2,3",3,25,56.34,2.2184001311346386,66.4,2.3164245524235634,10.060000000000002
scatter,4,"0,1,2,3",3,30,119.95,3.061792140415661,135.92,3.0554874857137833,15.969999999999985
scatter,4,"0,1,2,3",3,35,226.82,4.275069807640809,249.05,4.1410835014107805,22.230000000000018
scatter,4,"0,1,2,3",3,40,386.96,5.558461204689693,418.91,5.763428527737933,31.950000000000045
