[1, 1310, 1, 0, 0, 0]
[1, 1310, 0, 1, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 1, 1, 0]
[1, 1310, 0, 2, 0, 0]
[1, 1310, 3, 0, 0, 0]
[1, 1310, 0, 2, 0, 0]
[1, 1310, 1, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 1, 1, 0, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 2]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 1, 0]
[1, 1310, 0, 0, 2, 0]
[1, 1310, 1, 0, 0, 0]
[1, 1310, 0, 3, 0, 1]
[1, 1310, 0, 1, 0, 0]
[1, 1310, 0, 2, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 2, 0, 0]
[1, 1310, 1, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 2]
[1, 1310, 0, 1, 0, 2]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 1, 0, 0, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 3, 0, 0, 0]
[1, 1310, 0, 1, 0, 0]
[1, 1310, 0, 0, 2, 0]
[1, 1310, 1, 0, 0, 1]
[1, 1310, 1, 1, 0, 0]
[1, 1310, 0, 0, 1, 0]
[1, 1310, 4, 0, 0, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 1, 0, 0]
[1, 1310, 1, 0, 0, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 1, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 1, 0, 3]
[1, 1310, 0, 1, 1, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 1, 0, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 3, 1, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 2, 0, 0, 1]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 0, 1, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 0, 0, 2]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 1, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 1, 1, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 1, 0, 0, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 0, 1, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 1, 0, 0, 0]
[1, 1310, 3, 0, 1, 0]
[1, 1310, 0, 1, 2, 1]
[1, 1310, 0, 1, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 1, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 2, 1, 1]
[1, 1310, 1, 0, 0, 2]
[1, 1310, 1, 0, 0, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 1, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 5, 0]
[1, 1310, 2, 0, 1, 1]
[1, 1310, 1, 0, 0, 0]
[1, 1310, 1, 2, 1, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 1, 1, 1, 0]
[1, 1310, 0, 1, 3, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 2, 0, 0]
[1, 1310, 0, 0, 0, 1]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[1, 1310, 0, 0, 0, 0]
[2, 2621, 4, 1, 3, 4]
