cache,num_banks,target_banks,bank,occupancy_pct,capacity_per_bank_lines,mean_capacity_normalized_delta_pct,ci95_capacity_normalized_delta_pct,mean_aggregate_raw_delta_misses,ci95_aggregate_raw_delta_misses,mean_aggregate_excess_miss_rate_pct,ci95_aggregate_excess_miss_rate_pct
ceaser_s,2,"0,1",1,20,65536,0.0137939453125,0.0036697524663028337,18.98,3.299404487681578,0.07240405889982453,0.012586421330897907
ceaser_s,2,"0,1",0,25,65536,0.0283203125,0.00550663892993079,30.76,5.414547232757101,0.0938720703125,0.01652388681871674
ceaser_s,2,"0,1",1,25,65536,0.01861572265625,0.006333163239831649,30.76,5.414547232757101,0.0938720703125,0.01652388681871674
ceaser_s,2,"0,1",0,30,65536,0.043548583984375,0.008165509927714455,56.36,8.324275019022572,0.1433330790163017,0.021170049131564738
ceaser_s,2,"0,1",1,30,65536,0.042449951171875,0.009692389543711178,56.36,8.324275019022572,0.1433330790163017,0.021170049131564738
ceaser_s,2,"0,1",0,35,65536,0.0740509033203125,0.011315386184138706,90.64,10.447262995027582,0.19758038147138973,0.022773325329760397
ceaser_s,2,"0,1",1,35,65536,0.0642547607421875,0.013001829842017193,90.64,10.447262995027582,0.19758038147138973,0.022773325329760397
ceaser_s,2,"0,1",0,40,65536,0.10284423828125,0.014644334109185189,127.99,14.9205317693845,0.24412527656977182,0.028459090122424084
ceaser_s,2,"0,1",1,40,65536,0.0924530029296875,0.01517093655490856,127.99,14.9205317693845,0.24412527656977182,0.028459090122424084
ceaser_s,4,0,0,1,32768,0.0001220703125,0.0002236436564702213,0.04,0.0732835533521621,0.012232415902140671,0.022410872584759062
ceaser_s,4,0,0,2,32768,0.000457763671875,0.0002738404435802735,0.15,0.08973203655238401,0.022900763358778622,0.013699547565249468
ceaser_s,4,0,0,5,32768,0.00225830078125,0.0007244887719646677,0.74,0.23740048079738224,0.045177045177045176,0.014493313845994036
ceaser_s,4,0,0,10,32768,0.0106201171875,0.0020073272606901294,3.48,0.6577609967829416,0.10622710622710622,0.020078174504973796
ceaser_s,4,0,0,15,32768,0.036773681640625,0.003795753844284462,12.05,1.2437926196951326,0.24516785350966433,0.02530605533459069
ceaser_s,4,0,0,20,32768,0.07470703125,0.00673268906164579,24.48,2.2061675517200925,0.37356935754616205,0.03366652757088497
ceaser_s,4,0,0,25,32768,0.139068603515625,0.010132410285290525,45.57,3.3201882022839997,0.5562744140625,0.0405296411411621
ceaser_s,4,0,0,30,32768,0.235321044921875,0.01564949041949768,77.11,5.128025020661001,0.7844354018311293,0.05216709074934893
ceaser_s,4,0,0,35,32768,0.339019775390625,0.02064924264819729,111.09,6.766343830961287,0.968695500523195,0.059001951787245266
ceaser_s,4,0,0,40,32768,0.45196533203125,0.02826407527417161,148.1,9.261572185840553,1.1299305714503698,0.07066126639078776
ceaser_s,4,"0,1,2,3",0,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",1,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",2,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",3,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
ceaser_s,4,"0,1,2,3",0,2,32768,0.0,0.0,-0.01,0.0196,-0.0003815337657382678,0.0007478061808470049
ceaser_s,4,"0,1,2,3",1,2,32768,0.0,0.0,-0.01,0.0196,-0.0003815337657382678,0.0007478061808470049
ceaser_s,4,"0,1,2,3",2,2,32768,-3.0517578125e-05,5.9814453125000006e-05,-0.01,0.0196,-0.0003815337657382678,0.0007478061808470049
ceaser_s,4,"0,1,2,3",3,2,32768,0.0,0.0,-0.01,0.0196,-0.0003815337657382678,0.0007478061808470049
ceaser_s,4,"0,1,2,3",0,5,32768,0.000396728515625,0.0003141589155866844,0.29,0.1723949377025165,0.004425453990538684,0.002630778844842309
ceaser_s,4,"0,1,2,3",1,5,32768,0.0,0.00022493267957414179,0.29,0.1723949377025165,0.004425453990538684,0.002630778844842309
ceaser_s,4,"0,1,2,3",2,5,32768,0.00018310546875,0.00029228886793316786,0.29,0.1723949377025165,0.004425453990538684,0.002630778844842309
ceaser_s,4,"0,1,2,3",3,5,32768,0.00030517578125,0.0002478637407624918,0.29,0.1723949377025165,0.004425453990538684,0.002630778844842309
ceaser_s,4,"0,1,2,3",0,10,32768,0.00079345703125,0.0009062143383231026,1.67,0.689205440336841,0.012741283283741512,0.005258300452711078
ceaser_s,4,"0,1,2,3",1,10,32768,0.002044677734375,0.0010856019064196928,1.67,0.689205440336841,0.012741283283741512,0.005258300452711078
ceaser_s,4,"0,1,2,3",2,10,32768,0.00103759765625,0.0010209777614265509,1.67,0.689205440336841,0.012741283283741512,0.005258300452711078
ceaser_s,4,"0,1,2,3",3,10,32768,0.001220703125,0.0011749522589095801,1.67,0.689205440336841,0.012741283283741512,0.005258300452711078
ceaser_s,4,"0,1,2,3",0,15,32768,0.00433349609375,0.0029366792831350638,6.17,1.9506836971853345,0.03138351983723297,0.009922094085378102
ceaser_s,4,"0,1,2,3",1,15,32768,0.0057373046875,0.003238762797798409,6.17,1.9506836971853345,0.03138351983723297,0.009922094085378102
ceaser_s,4,"0,1,2,3",2,15,32768,0.003997802734375,0.003217958281962215,6.17,1.9506836971853345,0.03138351983723297,0.009922094085378102
ceaser_s,4,"0,1,2,3",3,15,32768,0.0047607421875,0.0030049716785561734,6.17,1.9506836971853345,0.03138351983723297,0.009922094085378102
ceaser_s,4,"0,1,2,3",0,20,32768,0.01263427734375,0.0047972398257160286,15.27,3.154611175771593,0.05825131609063858,0.012034070251665497
ceaser_s,4,"0,1,2,3",1,20,32768,0.010101318359375,0.004685712304861178,15.27,3.154611175771593,0.05825131609063858,0.012034070251665497
ceaser_s,4,"0,1,2,3",2,20,32768,0.0098876953125,0.005098952896144076,15.27,3.154611175771593,0.05825131609063858,0.012034070251665497
ceaser_s,4,"0,1,2,3",3,20,32768,0.01397705078125,0.005134310576327417,15.27,3.154611175771593,0.05825131609063858,0.012034070251665497
ceaser_s,4,"0,1,2,3",0,25,32768,0.0213623046875,0.009003731537360069,33.2,6.160133699191859,0.101318359375,0.018799236142553282
ceaser_s,4,"0,1,2,3",1,25,32768,0.027008056640625,0.008727096030452757,33.2,6.160133699191859,0.101318359375,0.018799236142553282
ceaser_s,4,"0,1,2,3",2,25,32768,0.027130126953125,0.008544437260612731,33.2,6.160133699191859,0.101318359375,0.018799236142553282
ceaser_s,4,"0,1,2,3",3,25,32768,0.02581787109375,0.008540851969326977,33.2,6.160133699191859,0.101318359375,0.018799236142553282
ceaser_s,4,"0,1,2,3",0,30,32768,0.04718017578125,0.01249726684870269,63.45,7.373719303284902,0.16136415655756464,0.01875262405148623
ceaser_s,4,"0,1,2,3",1,30,32768,0.0523681640625,0.01223373848070421,63.45,7.373719303284902,0.16136415655756464,0.01875262405148623
ceaser_s,4,"0,1,2,3",2,30,32768,0.047210693359375,0.013040125854243337,63.45,7.373719303284902,0.16136415655756464,0.01875262405148623
ceaser_s,4,"0,1,2,3",3,30,32768,0.046875,0.010951149601867329,63.45,7.373719303284902,0.16136415655756464,0.01875262405148623
ceaser_s,4,"0,1,2,3",0,35,32768,0.0704345703125,0.014833302213384853,93.29,11.271030136494968,0.20335694822888287,0.024569003022332354
ceaser_s,4,"0,1,2,3",1,35,32768,0.07489013671875,0.01683551611948862,93.29,11.271030136494968,0.20335694822888287,0.024569003022332354
ceaser_s,4,"0,1,2,3",2,35,32768,0.06365966796875,0.017267158787487687,93.29,11.271030136494968,0.20335694822888287,0.024569003022332354
ceaser_s,4,"0,1,2,3",3,35,32768,0.075714111328125,0.018266633795287892,93.29,11.271030136494968,0.20335694822888287,0.024569003022332354
ceaser_s,4,"0,1,2,3",0,40,32768,0.101104736328125,0.020578338225837784,128.47,13.000436573306516,0.24504081788357365,0.024796743292337144
ceaser_s,4,"0,1,2,3",1,40,32768,0.090667724609375,0.02090444625507881,128.47,13.000436573306516,0.24504081788357365,0.024796743292337144
ceaser_s,4,"0,1,2,3",2,40,32768,0.103240966796875,0.020616131442448372,128.47,13.000436573306516,0.24504081788357365,0.024796743292337144
ceaser_s,4,"0,1,2,3",3,40,32768,0.0970458984375,0.021448281746150148,128.47,13.000436573306516,0.24504081788357365,0.024796743292337144
