cache,num_banks,target_banks,bank,occupancy_pct,capacity_per_bank_lines,mean_capacity_normalized_delta_pct,ci95_capacity_normalized_delta_pct,mean_aggregate_raw_delta_misses,ci95_aggregate_raw_delta_misses,mean_aggregate_excess_miss_rate_pct,ci95_aggregate_excess_miss_rate_pct
scatter,2,"0,1",0,35,65536,0.064208984375,0.011664064678919814,87.83,10.929448682464557,0.19145504087193457,0.023824411296925467
scatter,2,"0,1",1,35,65536,0.0698089599609375,0.011764075525692533,87.83,10.929448682464557,0.19145504087193457,0.023824411296925467
scatter,2,"0,1",0,40,65536,0.103668212890625,0.013571518110905956,132.33,14.140514791309133,0.2524032959487296,0.02697130310389321
scatter,2,"0,1",1,40,65536,0.0982513427734375,0.016425361160478533,132.33,14.140514791309133,0.2524032959487296,0.02697130310389321
scatter,4,0,0,1,32768,9.1552734375e-05,0.00015802564178281513,0.03,0.05178184229939285,0.009174311926605503,0.015835425779630843
scatter,4,0,0,2,32768,0.000274658203125,0.00031918029885674964,0.09,0.10458900032937972,0.013740458015267177,0.015967786309828962
scatter,4,0,0,5,32768,0.002349853515625,0.0008580146703475917,0.77,0.2811542471794988,0.047008547008547,0.017164483954792354
scatter,4,0,0,10,32768,0.011871337890625,0.001971752002609114,3.89,0.6461036962149544,0.11874236874236871,0.019722335049296533
scatter,4,0,0,15,32768,0.04034423828125,0.004042159788693406,13.22,1.3245349195590552,0.26897253306205493,0.02694882847526054
scatter,4,0,0,20,32768,0.07611083984375,0.007217310246656269,24.94,2.3649682216243266,0.3805890431863269,0.03608985535822259
scatter,4,0,0,25,32768,0.14111328125,0.009672523692039251,46.24,3.1694925634074216,0.564453125,0.038690094768157005
scatter,4,0,0,30,32768,0.2125244140625,0.014698652980238794,69.64,4.816454608564648,0.708443540183113,0.04899750364765664
scatter,4,0,0,35,32768,0.338653564453125,0.019492993385531267,110.97,6.387464072570884,0.9676491105685385,0.05569815201055881
scatter,4,0,0,40,32768,0.46942138671875,0.025471134981876732,153.82,8.346381510861367,1.1735713740749216,0.06367880911620788
scatter,4,"0,1,2,3",0,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
